date,maxTemp,minTemp,rainfall,morningHumidity,eveningHumidity
2005-05-31,33.5,18.8,0.0,70.5,36.4
2005-06-01,35.0,17.6,0.0,58.6,37.1
2005-06-02,34.5,16.7,0.0,52.1,43.7
2005-06-03,33.5,16.7,0.0,52.7,55.9
2005-06-04,32.7,15.4,0.2,62.5,44.6
2005-06-05,28.8,18.2,6.5,76.6,67.8
2005-06-06,29.0,17.6,15.4,79.8,64.6
2005-06-07,26.0,17.4,4.8,82.7,63.1
2005-06-08,30.2,16.3,21.0,75.7,59.6
2005-06-09,31.5,18.0,0.0,76.0,50.0
2005-06-10,32.7,17.3,0.0,70.8,48.4
2005-06-11,31.8,18.7,2.2,67.6,62.0
2005-06-12,30.8,19.5,0.0,77.1,70.4
2005-06-13,32.5,20.3,0.0,76.0,60.7
2005-06-14,31.0,20.2,0.0,72.8,89.3
2005-06-15,32.4,20.8,23.3,70.6,78.7
2005-06-16,32.6,20.0,0.0,69.2,54.8
2005-06-17,32.7,20.2,0.0,70.0,59.5
2005-06-18,33.8,20.0,0.0,69.4,58.4
2005-06-19,33.0,18.6,0.2,68.8,54.0
2005-06-20,26.5,21.0,1.7,93.9,70.5
2005-06-21,30.2,20.4,10.0,89.7,63.2
2005-06-22,26.2,20.3,37.3,91.3,91.4
2005-06-23,25.8,20.0,7.5,92.3,79.9
2005-06-24,27.0,19.4,44.2,93.7,69.4
2005-06-25,29.0,20.6,1.3,83.6,79.0
2005-06-26,26.6,20.6,11.8,91.4,80.0
2005-06-27,29.0,21.0,6.0,89.3,73.5
2005-06-28,30.2,21.2,0.0,83.9,75.6
2005-06-29,29.0,20.0,7.1,79.2,90.0
2005-06-30,30.6,20.5,22.4,84.1,54.7
2005-07-01,29.6,21.4,0.0,74.8,72.5
2005-07-02,30.0,20.8,0.2,85.0,66.8
2005-07-03,30.1,20.4,4.0,74.5,81.9
2005-07-04,27.4,20.0,0.3,87.6,74.2
2005-07-05,28.7,20.0,1.2,88.3,72.5
2005-07-06,30.1,20.6,0.0,73.7,77.9
2005-07-07,31.5,20.7,7.2,75.9,82.1
2005-07-08,30.2,20.0,51.5,96.5,71.4
2005-07-09,29.7,21.0,0.2,76.8,84.5
2005-07-10,26.0,20.5,36.0,94.6,72.8
2005-07-11,30.0,20.3,7.2,88.3,84.0
2005-07-12,29.2,20.0,22.5,91.4,82.3
2005-07-13,26.5,20.3,9.4,83.7,91.5
2005-07-14,28.5,19.5,13.7,85.2,75.8
2005-07-15,28.1,19.9,23.5,89.9,79.6
2005-07-16,25.1,20.7,0.0,94.9,93.0
2005-07-17,25.2,20.0,13.8,90.5,89.9
2005-07-18,25.0,19.4,32.0,94.7,85.2
2005-07-19,29.0,20.0,2.4,85.4,80.6
2005-07-20,30.0,20.5,0.0,87.0,91.4
2005-07-21,28.0,20.6,4.7,92.6,74.5
2005-07-22,29.4,20.6,0.5,70.4,77.3
2005-07-23,30.2,21.0,0.0,75.6,77.3
2005-07-24,30.9,21.0,0.6,87.7,86.8
2005-07-25,30.3,21.8,4.8,84.8,83.8
2005-07-26,30.0,21.1,1.3,88.6,87.2
2005-07-27,31.1,21.0,5.0,77.1,71.2
2005-07-28,30.9,21.2,0.2,75.1,77.1
2005-07-29,29.3,21.1,1.0,83.4,82.9
2005-07-30,31.0,21.2,10.3,84.1,82.9
2005-07-31,29.6,22.0,0.0,86.5,90.3
2005-08-01,30.5,21.4,0.8,79.5,76.8
2005-08-02,32.0,21.5,0.0,76.9,75.2
2005-08-03,30.3,22.3,1.9,84.3,83.1
2005-08-04,29.2,21.3,6.7,90.9,84.3
2005-08-05,28.7,22.0,1.6,88.6,94.8
2005-08-06,25.4,20.4,39.3,92.4,90.9
2005-08-07,27.2,20.0,68.1,98.2,80.0
2005-08-08,29.4,20.3,1.3,76.3,81.2
2005-08-09,31.5,20.5,23.5,91.7,81.5
2005-08-10,27.9,20.8,10.0,90.0,74.5
2005-08-11,31.1,21.7,6.9,88.4,81.0
2005-08-12,26.0,21.3,12.1,96.5,77.2
2005-08-13,31.5,20.1,1.2,85.4,73.8
2005-08-14,29.5,21.0,0.0,85.4,78.2
2005-08-15,30.3,20.5,8.9,85.2,80.6
2005-08-16,28.0,21.2,2.2,79.7,83.9
2005-08-17,29.5,20.2,0.7,76.8,79.9
2005-08-18,29.7,20.7,1.8,86.0,79.5
2005-08-19,29.6,20.6,7.6,92.3,74.6
2005-08-20,28.0,20.2,18.2,85.4,88.5
2005-08-21,29.2,20.4,12.7,88.5,77.2
2005-08-22,26.6,20.8,24.3,91.5,88.5
2005-08-23,27.7,20.6,1.4,91.6,87.1
2005-08-24,30.4,20.4,0.8,84.1,93.1
2005-08-25,24.2,20.5,10.1,94.7,91.4
2005-08-26,27.0,19.9,16.0,94.7,79.2
2005-08-27,29.0,18.8,28.8,91.3,88.6
2005-08-28,29.0,18.5,2.1,86.4,80.0
2005-08-29,28.8,19.8,0.0,83.6,78.3
2005-08-30,31.0,19.8,0.0,89.9,73.3
2005-08-31,30.6,20.8,0.3,81.3,74.7
2005-09-01,31.6,20.8,0.0,72.5,79.8
2005-09-02,29.0,21.0,0.0,88.4,88.6
2005-09-03,30.3,19.5,3.5,88.5,91.4
2005-09-04,27.5,19.0,4.0,83.3,79.7
2005-09-05,29.8,20.2,2.1,91.4,91.5
2005-09-06,29.5,19.6,17.0,91.4,69.9
2005-09-07,28.0,20.0,0.0,88.2,74.7
2005-09-08,32.0,21.0,0.0,83.9,68.6
2005-09-09,31.0,18.6,19.0,77.3,71.2
2005-09-10,30.7,17.6,24.5,82.8,73.7
2005-09-11,30.7,17.7,12.8,83.3,80.5
2005-09-12,30.7,20.5,5.3,88.5,82.0
2005-09-13,29.3,19.3,1.9,83.6,70.3
2005-09-14,25.6,19.6,0.2,91.2,82.0
2005-09-15,27.5,19.8,0.0,88.0,72.0
2005-09-16,29.5,19.4,0.0,90.7,74.0
2005-09-17,27.3,20.0,0.0,91.4,79.3
2005-09-18,29.0,19.8,0.0,86.6,78.3
2005-09-19,31.2,19.6,1.0,83.6,77.3
2005-09-20,31.4,20.2,0.0,89.2,80.0
2005-09-21,27.2,19.5,26.5,88.1,84.7
2005-09-22,28.2,19.5,0.5,91.2,91.4
2005-09-23,29.0,19.2,8.0,87.4,73.6
2005-09-24,29.5,18.6,0.0,83.2,75.4
2005-09-25,30.0,18.4,0.0,83.6,76.7
2005-09-26,29.3,19.4,0.0,83.3,76.9
2005-09-27,29.4,20.4,0.0,85.1,83.3
2005-09-28,30.0,19.5,0.2,83.6,69.4
2005-09-29,30.2,19.8,0.0,83.5,82.8
2005-09-30,30.5,19.0,0.0,88.3,76.9
2005-10-01,28.6,17.9,0.0,79.1,75.1
2005-10-02,29.2,19.1,0.0,87.9,80.4
2005-10-03,28.6,18.7,0.0,80.1,75.6
2005-10-04,26.5,16.5,0.0,82.5,79.0
2005-10-05,28.0,17.5,0.0,80.6,83.2
2005-10-06,26.6,17.6,0.0,82.8,80.1
2005-10-07,27.0,18.5,0.0,85.9,92.6
2005-10-08,27.0,16.1,1.5,93.2,72.8
2005-10-09,26.8,14.6,13.3,87.0,92.2
2005-10-10,27.9,14.0,22.0,95.1,69.8
2005-10-11,27.7,14.0,0.0,99.0,75.8
2005-10-12,27.8,15.0,0.0,83.8,68.3
2005-10-13,28.0,13.6,0.0,95.9,64.2
2005-10-14,27.8,11.7,0.0,86.3,61.1
2005-10-15,26.6,13.4,0.0,90.1,62.7
2005-10-16,27.6,10.6,0.0,95.6,50.6
2005-10-17,28.4,8.6,0.0,81.6,68.0
2005-10-18,27.8,12.0,0.0,80.9,76.8
2005-10-19,25.5,14.0,0.0,78.4,90.5
2005-10-20,19.0,14.0,12.0,82.6,89.7
2005-10-21,22.7,13.7,46.8,96.9,83.3
2005-10-22,26.0,14.5,28.5,96.9,80.4
2005-10-23,25.2,14.2,2.0,90.5,68.7
2005-10-24,26.1,11.0,0.0,87.9,82.0
2005-10-25,25.9,13.0,0.0,90.0,84.1
2005-10-26,26.0,12.6,0.0,90.1,71.0
2005-10-27,25.5,10.5,0.0,89.6,76.5
2005-10-28,25.6,12.2,0.0,88.1,78.2
2005-10-29,25.4,13.5,0.0,88.1,77.6
2005-10-30,24.4,10.6,0.0,89.5,76.4
2005-10-31,23.4,11.6,0.0,89.7,72.3
2005-11-01,22.5,10.6,0.0,93.5,77.6
2005-11-02,24.6,11.2,0.0,94.6,69.4
2005-11-03,24.3,9.0,0.0,94.4,78.8
2005-11-04,24.5,9.0,0.0,91.2,59.5
2005-11-05,24.5,7.2,0.0,88.7,57.1
2005-11-06,24.4,7.0,0.0,92.7,62.0
2005-11-07,25.0,7.2,0.0,85.3,67.5
2005-11-08,24.8,7.4,0.0,88.7,71.9
2005-11-09,25.5,7.7,0.0,88.7,68.0
2005-11-10,24.7,7.5,0.0,93.1,68.2
2005-11-11,25.0,7.0,0.0,90.8,71.8
2005-11-12,24.0,10.1,0.0,91.1,80.6
2005-11-13,22.5,12.3,0.0,79.8,78.0
2005-11-14,22.8,11.6,0.0,89.0,76.8
2005-11-15,23.7,10.2,0.0,89.0,80.6
2005-11-16,24.2,8.8,0.0,95.4,80.5
2005-11-17,23.5,11.5,0.0,87.4,80.4
2005-11-18,23.2,11.5,0.0,93.4,80.3
2005-11-19,22.7,9.8,0.0,95.4,79.9
2005-11-20,22.7,8.8,0.0,94.1,83.6
2005-11-21,22.6,8.8,0.0,94.1,83.7
2005-11-22,22.2,8.2,0.0,90.4,77.9
2005-11-23,21.6,7.8,0.0,97.6,82.8
2005-11-24,21.5,7.2,0.0,92.7,83.4
2005-11-25,21.2,9.6,0.0,90.8,81.2
2005-11-26,21.2,7.2,0.0,98.8,83.5
2005-11-27,21.8,6.0,0.0,98.7,69.1
2005-11-28,22.1,4.7,0.0,81.7,69.3
2005-11-29,23.0,4.5,0.0,97.0,68.7
2005-11-30,23.0,3.5,0.0,94.3,79.1
2005-12-01,22.6,7.4,0.0,83.5,79.7
2005-12-02,22.5,7.0,0.0,93.6,83.1
2005-12-03,22.6,3.2,0.0,97.2,68.4
2005-12-04,23.3,5.2,0.0,97.3,69.9
2005-12-05,22.2,2.8,0.0,95.6,79.2
2005-12-06,21.5,6.5,0.0,97.4,36.1
2005-12-07,21.9,4.0,0.0,97.2,69.1
2005-12-08,21.8,4.3,0.0,91.2,74.6
2005-12-09,21.7,3.6,0.0,97.1,60.3
2005-12-10,21.0,3.8,0.0,87.6,59.5
2005-12-11,20.1,3.0,0.0,96.9,69.4
2005-12-12,20.0,2.0,0.0,89.9,67.7
2005-12-13,20.2,2.4,0.0,98.5,69.4
2005-12-14,20.6,2.5,0.0,93.8,67.7
2005-12-15,21.2,3.0,0.0,95.8,68.4
2005-12-16,21.6,3.0,0.0,97.2,59.2
2005-12-17,22.0,2.6,0.0,88.3,64.8
2005-12-18,21.3,2.8,0.0,93.8,74.2
2005-12-19,20.7,2.5,0.0,100.0,76.2
2005-12-20,20.6,3.6,0.0,92.8,64.8
2005-12-21,20.0,3.5,0.0,85.9,63.1
2005-12-22,20.8,4.7,0.0,91.7,66.3
2005-12-23,19.6,3.5,0.0,82.7,67.5
2005-12-24,20.6,2.7,0.0,94.0,66.7
2005-12-25,19.3,3.5,0.0,96.9,73.0
2005-12-26,21.5,2.0,0.0,98.4,66.0
2005-12-27,22.0,2.5,0.0,96.9,57.5
2005-12-28,19.6,2.0,0.0,96.8,66.3
2005-12-29,19.0,3.6,0.0,94.4,73.7
2005-12-30,18.1,2.4,0.0,96.9,73.4
2005-12-31,19.6,1.5,0.0,98.4,67.7
2006-01-01,21.4,0.5,0.0,98.3,61.5
2006-01-02,23.7,1.1,0.0,98.4,59.5
2006-01-03,23.7,1.5,0.0,96.9,91.7
2006-01-04,24.0,0.5,0.0,84.2,46.6
2006-01-05,26.0,0.1,0.0,91.8,42.6
2006-01-06,25.2,1.0,0.0,87.0,37.2
2006-01-07,24.5,1.5,0.0,88.0,43.0
2006-01-08,24.3,0.7,0.0,84.4,32.3
2006-01-09,23.9,0.0,0.0,64.8,45.2
2006-01-10,21.4,0.1,0.0,87.3,50.7
2006-01-11,22.5,1.4,0.0,95.1,60.0
2006-01-12,21.4,2.0,0.0,96.8,69.1
2006-01-13,20.0,3.9,0.0,86.7,68.1
2006-01-14,18.5,3.7,0.0,95.7,69.4
2006-01-15,18.6,3.0,0.0,98.4,73.6
2006-01-16,19.6,3.8,0.0,100.0,47.7
2006-01-17,23.2,2.3,0.0,97.0,44.6
2006-01-18,23.4,4.2,0.0,88.9,41.5
2006-01-19,25.0,3.5,0.0,94.2,33.3
2006-01-20,24.6,2.4,0.0,78.5,41.8
2006-01-21,23.3,1.6,0.0,84.7,42.9
2006-01-22,23.7,1.0,0.0,89.9,51.2
2006-01-23,21.5,1.0,0.0,89.9,53.8
2006-01-24,19.7,1.0,0.0,95.2,46.8
2006-01-25,19.5,1.2,0.0,95.2,58.2
2006-01-26,20.4,1.5,0.0,96.9,49.5
2006-01-27,20.7,2.0,0.0,95.3,58.9
2006-01-28,21.3,3.0,0.0,97.1,60.4
2006-01-29,22.6,4.0,0.0,97.2,62.1
2006-01-30,20.4,4.8,0.0,94.5,61.7
2006-01-31,24.2,5.0,0.0,96.0,58.0
2006-02-01,24.8,5.4,0.0,94.7,52.0
2006-02-02,23.2,6.6,0.0,94.9,59.8
2006-02-03,23.8,6.2,0.0,97.4,60.2
2006-02-04,22.4,7.4,0.0,97.5,76.0
2006-02-05,24.0,5.0,0.0,98.6,59.7
2006-02-06,23.0,6.9,0.0,97.4,61.9
2006-02-07,23.6,9.5,0.0,88.7,63.8
2006-02-08,22.0,11.2,0.0,90.9,64.2
2006-02-09,21.5,9.4,0.0,95.2,66.6
2006-02-10,22.6,9.8,0.0,90.7,52.3
2006-02-11,24.0,6.2,0.0,97.3,51.8
2006-02-12,24.7,6.6,0.0,97.4,64.4
2006-02-13,24.3,9.2,0.0,96.3,61.9
2006-02-14,24.2,7.4,0.0,97.5,64.4
2006-02-15,24.2,8.6,0.0,95.1,48.3
2006-02-16,25.6,8.0,0.0,90.5,51.9
2006-02-17,25.5,7.0,0.0,87.9,64.0
2006-02-18,24.7,10.0,0.0,97.7,71.1
2006-02-19,24.8,12.8,0.0,89.4,71.1
2006-02-20,26.9,14.4,0.0,85.8,68.3
2006-02-21,26.6,12.6,0.0,84.6,61.1
2006-02-22,26.9,10.8,0.0,93.5,60.1
2006-02-23,28.4,12.5,0.0,87.9,66.9
2006-02-24,28.5,12.3,0.0,91.6,56.4
2006-02-25,29.2,11.6,0.0,93.5,58.7
2006-02-26,28.7,10.8,0.0,95.7,38.6
2006-02-27,27.7,9.4,0.0,84.3,32.8
2006-02-28,28.6,7.2,0.0,66.5,67.5
2006-03-01,28.5,5.8,0.0,67.1,45.5
2006-03-02,27.0,7.0,0.0,74.4,37.9
2006-03-03,26.5,5.5,0.0,73.4,44.7
2006-03-04,26.0,6.8,0.0,79.0,42.6
2006-03-05,25.9,6.6,0.0,76.4,43.4
2006-03-06,26.4,6.3,0.0,76.1,30.9
2006-03-07,28.2,6.6,0.0,67.1,34.6
2006-03-08,27.9,7.7,0.0,60.0,35.2
2006-03-09,27.5,9.5,0.0,64.0,40.9
2006-03-10,17.2,9.9,0.0,78.3,89.0
2006-03-11,15.4,10.7,15.4,93.2,91.1
2006-03-12,22.2,9.3,8.8,84.4,63.0
2006-03-13,24.2,8.6,0.0,88.7,70.0
2006-03-14,25.3,10.0,0.5,85.2,64.3
2006-03-15,22.6,10.0,0.0,89.0,86.9
2006-03-16,24.3,9.5,6.2,84.6,57.4
2006-03-17,25.3,7.9,0.0,74.9,43.2
2006-03-18,25.3,7.5,0.0,73.9,56.9
2006-03-19,26.9,7.6,0.0,88.3,53.0
2006-03-20,26.5,8.5,0.0,77.9,65.9
2006-03-21,26.3,9.4,0.0,79.1,57.7
2006-03-22,27.7,9.0,0.0,79.1,47.5
2006-03-23,28.7,9.8,0.0,77.3,47.5
2006-03-24,28.4,10.2,0.0,83.0,45.3
2006-03-25,28.6,10.3,0.0,70.9,34.4
2006-03-26,29.6,10.8,0.0,70.6,33.5
2006-03-27,30.5,10.0,0.0,68.4,42.2
2006-03-28,29.6,10.0,0.0,64.3,31.7
2006-03-29,28.0,7.5,0.0,65.7,36.2
2006-03-30,29.1,8.1,0.0,66.5,42.8
2006-03-31,28.4,9.2,0.0,78.0,42.5
2006-04-01,29.0,10.4,0.0,70.0,45.3
2006-04-02,29.7,10.8,0.0,73.9,51.8
2006-04-03,28.7,10.2,1.5,71.1,42.0
2006-04-04,28.3,11.5,0.0,70.9,54.4
2006-04-05,29.7,12.0,0.0,72.8,60.1
2006-04-06,28.6,13.5,0.0,77.2,80.6
2006-04-07,29.0,13.0,3.2,80.3,80.0
2006-04-08,28.7,12.6,14.8,86.4,57.3
2006-04-09,25.8,14.4,0.0,85.0,69.3
2006-04-10,28.0,14.4,0.0,94.0,69.6
2006-04-11,28.4,11.4,13.0,76.8,33.6
2006-04-12,29.9,11.4,0.0,63.6,30.9
2006-04-13,30.0,11.8,0.0,70.6,20.4
2006-04-14,31.4,10.5,0.0,55.2,20.7
2006-04-15,30.8,9.8,0.0,59.9,39.8
2006-04-16,31.7,11.6,0.0,60.3,23.3
2006-04-17,29.3,13.0,0.0,63.0,45.0
2006-04-18,14.3,11.6,34.7,95.6,91.4
2006-04-19,18.8,10.6,23.4,95.4,58.4
2006-04-20,24.7,10.1,0.7,75.6,56.3
2006-04-21,26.0,9.6,0.0,73.2,52.1
2006-04-22,23.3,13.6,0.0,78.1,91.8
2006-04-23,27.0,12.2,6.8,80.7,61.4
2006-04-24,26.6,14.4,0.8,79.1,43.0
2006-04-25,28.7,13.6,0.0,76.0,58.8
2006-04-26,25.0,14.5,0.0,81.9,88.1
2006-04-27,28.7,13.7,17.2,76.5,70.9
2006-04-28,31.2,16.9,0.0,71.0,57.8
2006-04-29,31.8,12.8,16.7,70.8,44.2
2006-04-30,31.5,15.4,0.0,66.4,47.0
2006-05-01,30.0,17.6,0.0,87.8,70.7
2006-05-02,31.4,13.5,0.0,73.6,63.4
2006-05-03,30.4,13.4,4.0,90.5,45.8
2006-05-04,28.5,13.2,0.4,68.1,55.3
2006-05-05,30.6,14.5,0.0,65.9,66.2
2006-05-06,28.5,14.0,0.4,77.0,72.5
2006-05-07,28.5,17.5,0.0,71.0,74.5
2006-05-08,26.0,16.2,40.4,94.4,74.6
2006-05-09,25.2,18.6,1.0,85.2,70.5
2006-05-10,25.2,17.8,18.6,83.1,86.6
2006-05-11,27.1,16.7,2.2,89.2,82.4
2006-05-12,26.8,16.2,8.9,90.1,64.8
2006-05-13,26.2,17.2,0.0,81.9,90.6
2006-05-14,28.7,15.0,3.9,82.9,64.0
2006-05-15,27.3,19.0,0.0,69.5,72.4
2006-05-16,28.8,18.7,0.0,73.8,69.2
2006-05-17,31.0,17.0,0.0,75.5,60.3
2006-05-18,31.0,18.2,0.0,70.1,81.8
2006-05-19,27.0,17.0,2.2,64.4,75.2
2006-05-20,27.5,17.5,2.0,75.2,75.8
2006-05-21,23.8,17.3,12.8,92.5,78.7
2006-05-22,27.4,17.8,3.7,74.9,81.4
2006-05-23,28.0,17.4,2.4,78.2,73.3
2006-05-24,28.6,17.2,17.8,79.6,82.0
2006-05-25,29.0,19.2,2.3,78.3,73.8
2006-05-26,29.2,20.2,0.0,80.7,72.9
2006-05-27,28.5,19.4,22.1,97.2,67.8
2006-05-28,29.7,19.0,0.4,76.3,76.9
2006-05-29,28.5,19.0,0.0,83.6,68.3
2006-05-30,30.0,20.0,0.0,80.8,61.9
2006-05-31,31.5,21.0,0.0,77.0,60.9
2006-06-01,30.0,20.2,0.1,83.8,72.5
2006-06-02,27.6,18.7,0.0,91.3,79.5
2006-06-03,29.4,19.6,0.0,70.7,84.9
2006-06-04,25.6,19.4,3.2,86.6,77.3
2006-06-05,31.2,19.6,0.0,76.9,73.5
2006-06-06,27.6,19.5,15.1,82.8,91.6
2006-06-07,27.0,19.8,4.1,89.8,87.5
2006-06-08,28.5,20.3,3.9,75.3,74.5
2006-06-09,28.6,19.2,50.5,76.7,70.4
2006-06-10,26.6,21.3,0.5,90.1,76.4
2006-06-11,28.5,20.2,1.6,82.2,76.8
2006-06-12,31.4,19.3,0.0,77.0,61.9
2006-06-13,31.8,18.0,0.0,71.0,60.2
2006-06-14,32.2,17.4,0.0,73.8,45.3
2006-06-15,31.0,17.8,0.0,69.3,63.8
2006-06-16,30.4,17.3,0.0,68.4,58.0
2006-06-17,32.1,18.5,0.0,69.6,68.7
2006-06-18,31.5,19.2,0.0,69.8,57.0
2006-06-19,32.2,18.2,0.0,70.0,55.9
2006-06-20,29.8,19.0,0.0,68.6,68.3
2006-06-21,30.7,17.8,19.4,75.8,57.3
2006-06-22,29.5,19.7,0.0,70.2,91.5
2006-06-23,29.5,19.9,67.7,96.4,77.1
2006-06-24,29.4,20.1,1.0,95.7,80.3
2006-06-25,29.3,20.1,28.2,88.2,71.2
2006-06-26,28.3,21.3,0.0,83.9,79.7
2006-06-27,28.5,19.6,4.4,81.3,74.7
2006-06-28,28.5,20.6,0.0,62.8,81.2
2006-06-29,29.0,20.4,15.8,94.6,66.2
2006-06-30,30.2,20.4,0.7,81.0,71.0
2006-07-01,31.4,20.2,0.0,70.4,80.2
2006-07-02,31.7,19.8,26.2,75.7,69.1
2006-07-03,30.1,20.6,0.0,85.9,88.8
2006-07-04,31.1,22.0,11.0,74.7,76.6
2006-07-05,31.4,21.8,0.0,73.5,72.9
2006-07-06,27.6,22.2,0.0,80.5,77.3
2006-07-07,27.1,21.7,0.0,90.0,87.2
2006-07-08,30.0,21.6,13.5,83.6,78.8
2006-07-09,29.8,21.6,0.0,83.9,84.3
2006-07-10,31.4,21.6,0.1,84.5,85.7
2006-07-11,29.3,21.2,0.0,75.5,91.7
2006-07-12,28.7,21.2,39.2,81.9,91.6
2006-07-13,28.2,21.2,22.2,94.0,78.8
2006-07-14,31.0,20.7,0.1,74.7,79.9
2006-07-15,28.8,20.7,1.4,75.8,73.5
2006-07-16,29.6,21.0,20.3,85.4,86.7
2006-07-17,30.1,21.8,3.7,91.9,91.4
2006-07-18,29.7,20.5,40.5,79.9,90.4
2006-07-19,30.4,20.0,39.0,89.9,90.5
2006-07-20,29.4,20.7,32.1,81.7,91.7
2006-07-21,30.0,21.3,2.8,75.8,77.1
2006-07-22,28.9,20.2,2.3,82.4,70.7
2006-07-23,29.6,20.5,0.0,80.3,83.7
2006-07-24,28.6,20.5,46.2,96.4,77.3
2006-07-25,25.5,21.6,1.2,91.6,74.2
2006-07-26,28.0,20.6,8.1,87.6,82.6
2006-07-27,29.5,20.4,8.5,85.0,70.7
2006-07-28,28.7,19.9,13.3,91.5,74.7
2006-07-29,28.9,19.9,0.2,82.4,86.8
2006-07-30,29.5,19.8,5.1,79.4,72.0
2006-07-31,31.6,20.0,0.0,75.8,77.1
2006-08-01,31.0,22.0,0.0,76.9,79.8
2006-08-02,29.5,19.7,35.5,91.3,71.0
2006-08-03,29.0,19.6,13.4,86.6,69.4
2006-08-04,30.0,20.7,0.0,89.9,73.5
2006-08-05,29.7,20.7,0.5,74.0,86.6
2006-08-06,28.8,19.8,9.8,86.6,80.5
2006-08-07,28.1,19.8,0.0,91.2,73.1
2006-08-08,30.9,20.3,1.7,73.4,80.1
2006-08-09,29.5,20.0,0.0,76.8,65.3
2006-08-10,30.4,18.0,0.1,76.9,77.3
2006-08-11,32.0,20.4,0.0,77.2,72.4
2006-08-12,31.5,21.1,0.0,77.4,82.6
2006-08-13,31.1,21.3,0.0,79.7,69.1
2006-08-14,30.5,20.0,4.0,88.1,75.3
2006-08-15,29.5,21.6,0.2,87.3,91.4
2006-08-16,31.0,19.6,1.1,85.2,89.7
2006-08-17,32.2,18.1,5.1,78.7,69.7
2006-08-18,31.0,20.8,0.0,76.4,69.5
2006-08-19,27.5,21.0,0.0,80.8,95.6
2006-08-20,30.3,19.6,66.3,83.9,76.0
2006-08-21,32.0,20.8,6.4,88.5,90.8
2006-08-22,29.8,20.7,4.4,81.0,73.7
2006-08-23,30.0,20.6,1.4,83.8,82.5
2006-08-24,28.5,20.6,33.3,80.0,89.9
2006-08-25,27.0,20.6,26.8,90.7,80.0
2006-08-26,25.7,21.1,0.5,96.6,83.9
2006-08-27,26.0,20.2,6.5,94.7,81.2
2006-08-28,27.6,19.8,8.9,96.5,86.9
2006-08-29,29.2,20.0,5.5,80.9,89.9
2006-08-30,29.0,19.8,16.9,94.8,79.6
2006-08-31,28.4,19.9,0.1,77.8,89.8
2006-09-01,30.2,19.8,2.0,80.9,88.4
2006-09-02,30.0,19.9,3.6,78.1,76.1
2006-09-03,31.4,18.5,23.7,89.7,81.0
2006-09-04,30.4,19.2,0.1,79.1,82.2
2006-09-05,30.5,18.6,12.0,82.2,76.8
2006-09-06,27.6,18.6,0.0,80.3,79.3
2006-09-07,29.5,18.6,0.0,82.0,69.6
2006-09-08,27.3,20.0,0.0,86.4,91.6
2006-09-09,22.0,20.2,31.0,95.5,86.1
2006-09-10,23.0,19.2,9.7,96.3,88.1
2006-09-11,26.2,19.4,4.7,88.0,83.6
2006-09-12,30.4,19.2,20.3,90.3,75.5
2006-09-13,30.1,19.8,2.8,93.0,70.1
2006-09-14,31.0,19.0,0.0,83.5,71.4
2006-09-15,29.7,19.0,0.0,81.8,74.3
2006-09-16,29.6,18.0,19.7,92.7,75.4
2006-09-17,29.8,18.2,0.0,83.3,72.7
2006-09-18,31.0,19.6,0.0,81.8,77.1
2006-09-19,31.2,20.5,0.0,79.4,83.1
2006-09-20,30.2,19.0,11.4,91.3,69.7
2006-09-21,26.8,19.8,1.4,96.5,86.3
2006-09-22,24.5,19.5,1.1,87.9,89.4
2006-09-23,24.0,19.0,7.2,94.6,83.5
2006-09-24,21.6,19.0,1.4,94.6,94.5
2006-09-25,21.7,17.2,37.4,93.3,94.4
2006-09-26,28.0,17.0,11.0,90.7,80.4
2006-09-27,30.2,17.2,0.0,94.7,72.5
2006-09-28,30.5,18.9,0.0,86.6,83.9
2006-09-29,30.2,17.8,3.5,86.4,74.1
2006-09-30,29.6,16.4,13.5,91.0,82.2
2006-10-01,29.0,18.2,7.7,94.6,70.4
2006-10-02,31.0,18.5,0.0,81.0,76.0
2006-10-03,30.6,17.0,0.0,87.1,74.3
2006-10-04,29.4,18.0,0.0,89.4,95.5
2006-10-05,28.6,12.0,0.0,79.5,62.8
2006-10-06,29.0,14.7,0.0,88.9,75.9
2006-10-07,28.7,16.7,0.0,82.6,75.5
2006-10-08,29.0,17.6,3.0,87.6,74.6
2006-10-09,29.7,16.5,1.2,96.2,69.2
2006-10-10,30.5,16.4,0.0,92.8,90.6
2006-10-11,29.0,16.5,21.0,85.8,81.6
2006-10-12,27.5,18.2,0.1,89.2,75.8
2006-10-13,25.5,16.9,0.1,85.7,81.2
2006-10-14,26.5,16.6,0.0,84.1,79.6
2006-10-15,28.0,14.6,0.0,98.0,75.6
2006-10-16,28.2,12.7,0.0,93.9,78.4
2006-10-17,27.7,13.0,0.0,93.9,75.0
2006-10-18,27.0,13.4,0.0,90.4,77.5
2006-10-19,25.1,13.0,0.0,82.3,78.7
2006-10-20,27.0,13.5,0.0,92.0,92.5
2006-10-21,16.8,11.4,9.3,96.6,84.4
2006-10-22,24.5,12.2,1.5,91.7,73.7
2006-10-23,22.8,9.4,0.0,94.4,66.3
2006-10-24,26.2,8.8,0.0,83.0,63.3
2006-10-25,26.2,9.8,0.0,85.6,63.5
2006-10-26,27.0,11.0,0.0,88.1,62.5
2006-10-27,26.6,10.3,0.0,81.1,63.9
2006-10-28,26.0,9.6,0.0,93.2,64.1
2006-10-29,26.4,8.9,0.0,94.3,67.9
